Phrase,Positive,Negative,Strong,Power,Sentiment
beg,0,1,0,0,1
began,0,0,0,0,2
beggar,0,1,0,0,1
begin,0,0,0,0,2
begin,0,0,0,0,2
beginner,0,0,0,0,2
begun,0,0,0,0,2
behalf,1,0,0,0,3
behave,0,0,0,0,2
behavior,0,0,0,0,2
behaviour,0,0,0,0,2
behead,0,1,0,0,1
behind,0,0,0,0,2
being,0,0,0,0,2
being,0,0,0,0,2
being,0,0,0,0,2
belated,0,1,0,0,1
belgian,0,0,0,0,2
belgium,0,0,0,0,2
belie,0,1,0,0,1
belief,0,0,0,0,2
believe,0,0,0,0,2
believe,0,0,0,0,2
believe,0,0,0,0,2
believer,0,0,0,0,2
belittle,0,1,0,0,1
belligerent,0,1,0,0,1
belly,0,0,0,0,2
belong,0,0,0,0,2
belong,0,0,0,0,2
beloved,1,0,0,0,3
below,0,0,0,0,2
belt,0,0,0,0,2
belt,0,1,1,0,0
bend,0,0,0,0,2
bend,0,0,0,0,2
beneath,0,0,0,0,2
benefactor,1,0,0,0,3
beneficent,1,0,0,0,3
beneficial,1,0,0,0,3
beneficiary,1,0,0,0,3
benefit,1,0,0,0,3
benefit,1,0,1,1,4
benefit,1,0,1,0,4
benevolence,1,0,0,0,3
benevolent,1,0,0,0,3
benign,1,0,0,1,4
bent,0,0,0,0,2
bequeath,1,0,0,0,3
berate,0,0,0,0,2
bereave,0,1,0,0,1
bereavement,0,1,0,0,1
bereft,0,1,0,0,1
berlin,0,0,0,0,2
berserk,0,1,0,0,1
beseech,0,1,0,0,1
beset,0,1,0,0,1
beside,0,0,0,0,2
beside,0,0,0,0,2
beside,0,0,0,0,2
besiege,0,1,0,0,1
best,1,0,0,0,3
bestow,1,0,1,1,4
bet,0,0,0,0,2
bet,0,0,0,0,2
betray,0,1,0,0,1
betrayal,0,1,0,0,1
betroth,1,0,0,0,3
betrothal,1,0,0,0,3
better,1,0,0,0,3
better,1,0,0,0,3
better,0,0,0,0,2
betterment,0,0,0,0,2
between,0,0,0,0,2
beware,0,1,1,0,0
bewilder,0,1,0,0,1
bewilderment,0,1,0,0,1
beyond,0,0,0,0,2
bible,0,0,0,0,2
biblical,0,0,0,0,2
bicep,0,0,0,1,2
bid,0,0,0,0,2
bid,0,0,0,0,2
big,0,0,1,0,2
bigotry,0,0,0,0,2
bilateral,0,0,0,0,2
bill,0,0,0,0,2
bill,0,0,0,0,2
billion,0,0,0,0,2
bin,0,0,0,0,2
biography,0,0,0,0,2
biological,0,0,0,0,2
bird,0,0,0,0,2
birth,0,0,0,0,2
birth,0,0,0,0,2
birthday,0,0,0,0,2
birthplace,0,0,0,0,2
bishop,0,0,0,1,2
bit,0,0,0,0,2
bit,0,1,0,0,1
bitchy,0,1,0,0,1
bite,0,1,0,0,1
bite,0,1,0,0,1
bite,0,1,0,0,1
bitten,0,0,0,0,2
bitter,0,1,0,0,1
bitterness,0,1,0,0,1
bituminous,0,0,0,0,2
bizarre,0,1,0,0,1
black,0,0,0,0,2
black,0,0,0,0,2
black,0,0,0,0,2
black,0,0,0,0,2
blackmail,0,1,0,1,0
blade,0,0,0,0,2
blah,0,1,0,0,1
blame,0,1,0,0,1
blame,0,1,0,0,1
blameless,1,0,0,0,3
bland,0,1,0,0,1
blanket,0,0,0,0,2
blast,0,1,1,0,0
blast,0,1,1,0,0
blatant,0,1,1,0,0
bleak,0,1,0,0,1
bleed,0,0,0,0,2
bleed,0,0,0,0,2
blemish,0,1,0,0,1
bless,1,0,0,0,3
bless,1,0,0,0,3
bless,1,0,0,0,3
blind,0,1,0,0,1
blind,0,1,0,0,1
blind,0,1,0,0,1
blind,0,1,1,0,0
blind,0,0,0,0,2
blindness,0,1,0,0,1
blink,0,0,0,0,2
blink,0,0,0,0,2
bliss,1,0,0,0,3
blissful,1,0,0,0,3
blithe,1,0,0,0,3
blizzard,0,0,0,0,2
bloc,0,0,1,0,2
block,0,1,1,0,0
block,0,1,1,0,0
blockade,0,0,1,0,2
blockhead,0,1,0,0,1
blood,0,0,0,0,2
bloodshed,0,1,0,0,1
bloodthirsty,0,1,1,1,0
bloody,0,1,0,0,1
bloom,1,0,0,0,3
blossom,1,0,0,0,3
blow,0,1,1,0,0
blow,0,0,1,0,2
blow,0,1,1,0,0
blower,0,0,0,0,2
blown,0,0,0,0,2
blue,0,0,0,0,2
blue,0,0,0,0,2
blue,0,0,0,0,2
blue,0,0,0,0,2
blunder,0,1,0,0,1
blunt,0,1,1,0,0
blur,0,1,0,0,1
blurt,0,1,0,0,1
board,0,0,0,1,2
board,0,0,0,0,2
board,0,0,0,0,2
board,0,0,0,0,2
board,0,0,0,0,2
board,0,0,0,0,2
board,0,1,0,0,1
board,1,0,0,0,3
board,0,0,0,0,2
board,0,0,0,0,2
boarder,0,0,0,0,2
boast,0,1,0,1,0
boastful,0,1,0,1,0
boat,0,0,0,0,2
boatswain,0,0,0,0,2
body,0,0,0,0,2
body,0,0,0,0,2
body,0,0,0,0,2
body,0,0,1,1,2
body,0,0,0,0,2
bogus,0,1,0,0,1
boil,0,0,0,0,2
boil,0,0,0,0,2
boisterous,0,1,1,0,0
bold,0,0,1,0,2
boldness,1,0,1,1,4
bolivia,0,0,0,0,2
bolster,1,0,1,0,4
bolt,0,1,0,0,1
bomb,0,1,1,0,0
bomb,0,1,1,0,0
bombard,0,1,0,0,1
bombardment,0,1,0,0,1
bond,0,0,1,0,2
bondage,0,1,0,0,1
bone,0,0,0,0,2
bonny,1,0,0,0,3
bonus,1,0,0,0,3
book,0,0,0,0,2
bookkeeping,0,0,0,0,2
boom,1,0,1,0,4
boost,1,0,1,0,4
boost,1,0,1,0,4
boot,0,1,0,1,0
border,0,0,0,0,2
border,0,0,0,0,2
bore,0,1,0,0,1
bore,0,0,0,0,2
bore,0,0,1,0,2
bore,0,0,0,0,2
bore,0,1,0,0,1
bore,0,1,0,0,1
boredom,0,1,0,0,1
born,0,0,0,0,2
borne,0,0,0,0,2
borrow,0,0,0,0,2
borrow,0,0,0,0,2
bosom,0,0,0,0,2
boss,0,0,1,1,2
boston,0,0,0,0,2
both,0,0,0,0,2
both,0,0,0,0,2
both,0,0,0,0,2
bother,0,1,0,0,1
bother,0,0,0,0,2
bother,0,1,0,0,1
bothersome,0,1,0,0,1
bottle,0,0,0,0,2
bottom,0,0,0,0,2
bought,0,0,0,0,2
boulder,0,0,0,0,2
boulevard,0,0,0,0,2
bounce,0,0,0,0,2
bound,0,0,0,0,2
bound,0,0,1,0,2
bound,0,1,0,0,1
bound,0,0,0,0,2
bound,0,0,0,0,2
boundary,0,0,0,0,2
boundless,1,0,1,0,4
bountiful,1,0,1,0,4
bounty,0,0,0,0,2
bourgeois,0,0,0,0,2
bourgeoisie,0,0,0,0,2
bout,0,1,0,0,1
bow,0,0,0,0,2
bow,0,0,0,0,2
bow,0,0,0,0,2
bower,0,0,0,0,2
bowl,0,0,0,0,2
bowl,0,0,0,0,2
box,0,0,0,0,2
box,0,1,1,0,0
box,0,0,0,0,2
box,0,0,1,0,2
boxer,0,0,1,0,2
boy,0,0,0,0,2
boycott,0,0,0,0,2
boycott,0,0,0,0,2
brace,0,0,1,0,2
brace,0,0,1,0,2
brag,0,1,0,1,0
brain,0,0,0,0,2
brainy,1,0,0,0,3
brake,0,0,0,0,2
branch,0,0,0,0,2
branch,0,0,0,0,2
branch,0,0,0,0,2
brand,0,0,0,0,2
brand,0,0,0,0,2
brandish,0,1,1,0,0
brandy,0,0,0,0,2
brass,0,0,0,0,2
brat,0,1,0,0,1
bravado,0,1,1,1,0
brave,1,0,1,1,4
bravery,1,0,1,1,4
brawl,0,1,0,0,1
brazen,0,1,1,1,0
brazil,0,0,0,0,2
breach,0,1,1,0,0
bread,0,0,0,0,2
breadwinner,1,0,0,0,3
break,0,1,1,0,0
break,0,0,0,0,2
break,0,0,0,0,2
break,0,1,0,0,1
break,0,1,0,0,1
breakdown,0,1,0,0,1
breaker,0,0,0,0,2
breakfast,0,0,0,0,2
breast,0,0,0,0,2
breath,0,0,0,0,2
breath,0,0,0,0,2
breathless,0,0,0,0,2
breed,0,0,0,0,2
breed,0,0,0,0,2
breeze,0,0,0,0,2
bribe,0,1,0,0,1
bride,0,0,0,0,2
bridge,0,0,0,0,2
bridge,0,0,0,0,2
bridge,0,0,1,0,2
brief,0,0,0,0,2
bright,1,0,0,0,3
brightness,1,0,0,0,3
brilliance,1,0,0,0,3
brilliant,1,0,0,0,3
bring,0,0,0,0,2
bring,0,0,0,1,2
bring,0,0,0,0,2
bring,0,0,0,1,2
bring,0,0,0,0,2
bring,0,0,0,0,2
bring,0,0,0,0,2
bristle,0,1,0,0,1
britain,0,0,0,0,2
british,0,0,0,0,2
brittle,0,1,0,0,1
broad,0,0,1,0,2
broadcast,0,0,0,0,2
broadcast,0,0,0,0,2
broaden,0,0,1,0,2
broadness,0,0,1,0,2
broke,0,0,1,0,2
broke,0,0,0,0,2
broke,0,1,0,0,1
broke,0,0,0,0,2
broke,0,1,0,0,1
broke,0,1,0,0,1
broke,0,1,0,0,1
broken,0,0,0,0,2
brokenhearted,0,1,0,0,1
broker,0,0,0,0,2
bronze,0,0,0,0,2
brood,0,1,0,0,1
brother,0,0,0,0,2
brotherhood,1,0,1,0,4
brotherly,1,0,0,0,3
brought,0,0,0,0,2
brown,0,0,0,0,2
bruise,0,1,0,0,1
brush,0,0,0,0,2
brush,0,0,0,0,2
brusque,0,1,0,0,1
brutal,0,0,0,0,2
brutality,0,1,1,0,0
brute,0,1,0,0,1
brutish,0,1,0,0,1
bubble,0,0,0,0,2
bubble,0,0,0,0,2
buckle,0,1,0,0,1
buddy,0,0,0,0,2
budget,0,0,0,0,2
budgetary,0,0,0,0,2
buffalo,0,0,0,0,2
bug,0,0,0,0,2
bug,0,1,0,0,1
build,0,0,0,0,2
build,0,0,0,0,2
build,0,0,1,0,2
build,0,0,1,0,2
build,0,0,0,0,2
builder,0,0,0,0,2
built,0,0,0,0,2
bulgaria,0,0,0,0,2
bulk,0,0,1,0,2
bull,0,0,0,0,2
bullet,0,1,1,0,0
bulletin,0,0,0,0,2
bum,0,1,0,0,1
bunch,0,0,0,0,2
bundle,0,0,0,0,2
bungle,0,1,0,0,1
bunk,0,0,0,0,2
buoyant,1,0,1,0,4
burden,0,1,0,0,1
burden,0,1,0,0,1
burdensome,0,1,0,0,1
bureau,0,0,0,0,2
bureaucracy,0,0,0,0,2
bureaucratic,0,0,0,0,2
burglar,0,1,0,0,1
burglary,0,1,0,0,1
burial,0,0,0,0,2
burma,0,0,0,0,2
burmese,0,0,0,0,2
burn,0,1,0,0,1
burn,0,1,0,0,1
burn,0,1,0,0,1
burn,0,1,0,0,1
burnt,0,0,0,0,2
burst,0,0,1,0,2
burst,0,0,1,0,2
burundi,0,0,0,0,2
bury,0,1,0,0,1
bus,0,0,0,0,2
bush,0,0,0,0,2
business,0,0,0,0,2
business,0,0,0,0,2
business,0,0,0,0,2
businessman,0,0,0,0,2
businessmen,0,0,0,0,2
busy,0,0,1,0,2
busybody,0,1,0,0,1
but,0,0,0,0,2
butcher,0,0,0,0,2
butchery,0,1,1,0,0
butter,0,0,0,0,2
buy,0,0,0,0,2
buy,1,0,0,0,3
buzzard,0,0,0,0,2
by,0,0,0,0,2
cabin,0,0,0,0,2
cabinet,0,0,0,0,2
cadillac,0,0,0,0,2
cafe,0,0,0,0,2
cage,0,0,0,0,2
cake,0,0,0,0,2
calamity,0,1,0,0,1
calcium,0,0,0,0,2
calculate,0,0,0,0,2
calculate,0,0,0,0,2
calculation,0,0,0,0,2
calendar,0,0,0,0,2
california,0,0,0,0,2
call,0,0,0,0,2
call,0,0,0,0,2
call,0,0,0,0,2
call,1,0,0,0,3
call,0,0,0,0,2
caller,0,0,0,0,2
callous,0,1,0,0,1
calm,1,0,0,0,3
calm,1,0,0,0,3
calm,1,0,0,0,3
calmness,1,0,0,0,3
cambodia,0,0,0,0,2
came,0,0,0,0,2
camel,0,0,0,0,2
camera,0,0,0,0,2
cameroon,0,0,0,0,2
cameroun,0,0,0,0,2
camp,0,0,0,0,2
camp,0,0,0,0,2
camp,0,0,0,0,2
camp,0,0,0,0,2
campaign,0,0,0,1,2
campaign,0,0,0,0,2
campaigner,0,0,0,0,2
campus,0,0,0,0,2
can,0,0,1,0,2
cant,0,0,0,0,2
canada,0,0,0,0,2
cancel,0,1,0,0,1
cancellation,0,1,0,0,1
cancer,0,1,0,0,1
candid,1,0,1,0,4
candidate,0,0,0,0,2
candle,0,0,0,0,2
candor,1,0,1,0,4
candy,0,0,0,0,2
cannery,0,0,0,0,2
cannibal,0,1,0,0,1
cannon,0,1,1,0,0
cannot,0,0,0,0,2
canoe,0,0,0,0,2
canvas,0,0,0,0,2
canvas,0,0,0,0,2
canyon,0,0,0,0,2
cap,0,0,0,0,2
capability,1,0,1,1,4
capable,1,0,1,1,4
capacity,0,0,1,1,2
capacity,0,0,0,0,2
capital,0,0,1,0,2
capital,0,1,0,0,1
capital,0,0,0,0,2
capital,0,0,0,0,2
capitalism,0,0,0,0,2
capitalize,1,0,1,1,4
capitol,0,0,0,0,2
capitulate,0,1,0,0,1
capricious,0,1,0,0,1
capsize,0,1,0,0,1
captain,0,0,1,1,2
captivation,1,0,0,0,3
captive,0,1,0,0,1
capture,0,1,0,0,1
capture,0,1,1,1,0
car,0,0,0,0,2
card,0,0,0,0,2
cardinal,0,0,0,0,2
care,1,0,0,0,3
care,1,0,0,0,3
care,0,0,0,0,2
careen,0,1,0,0,1
career,0,0,0,0,2
carefree,1,0,0,0,3
careful,1,0,0,0,3
careless,0,1,0,0,1
carelessness,0,1,0,0,1
caress,1,0,0,0,3
caress,1,0,0,0,3
carolina,0,0,0,0,2
carpenter,0,0,0,0,2
carriage,0,0,0,0,2
carrier,0,0,0,0,2
carry,0,0,1,0,2
carry,0,0,1,0,2
carry,0,0,0,0,2
carry,0,0,0,0,2
carry,0,0,0,0,2
cartel,0,0,0,0,2
case,0,0,0,0,2
case,0,0,0,0,2
case,0,0,0,0,2
case,0,0,0,0,2
casework,0,0,0,0,2
cash,0,0,0,0,2
cash,0,0,0,0,2
cast,0,0,0,0,2
cast,0,0,1,1,2
cast,0,0,1,0,2
cast,0,0,0,0,2
castle,0,0,0,0,2
castrate,0,0,0,0,2
casual,1,0,0,0,3
casualty,0,1,0,0,1
cat,0,0,0,0,2
cataclysm,0,1,0,0,1
catastrophe,0,1,0,0,1
catch,0,0,1,0,2
catch,0,0,0,0,2
catch,0,1,0,0,1
catch,0,0,1,0,2
catcher,0,0,0,0,2
category,0,0,0,0,2
cathedral,0,0,0,0,2
catholic,0,0,0,0,2
cattle,0,0,0,0,2
caught,0,0,1,0,2
caught,0,0,1,0,2
causal,0,0,1,0,2
cause,0,0,1,0,2
cause,0,0,0,0,2
cause,0,0,1,0,2
cause,0,0,0,0,2
caution,0,0,0,0,2
caution,0,0,0,0,2
cautious,0,0,0,0,2
cavalry,0,0,1,0,2
cave,0,0,0,0,2
cave,0,1,0,0,1
cease,0,0,0,0,2
ceaseless,1,0,0,0,3
ceiling,0,0,0,0,2
celebrate,1,0,0,0,3
celebration,1,0,0,0,3
celebrity,1,0,0,1,4
cell,0,0,0,0,2
cellar,0,0,0,0,2
cement,0,0,1,0,2
cement,0,0,1,0,2
censor,0,1,0,1,0
censorship,0,1,0,1,0
censure,0,1,0,1,0
census,0,0,0,0,2
cent,0,0,0,0,2
center,0,0,1,0,2
center,0,0,1,0,2
centimeter,0,0,0,0,2
centimetre,0,0,0,0,2
central,0,0,1,0,2
centralamerica,0,0,0,0,2
centre,0,0,0,0,2
century,0,0,0,0,2
cereal,0,0,0,0,2
ceremonial,1,0,0,0,3
ceremony,0,0,0,0,2
certain,0,0,1,0,2
certain,0,0,1,0,2
certain,0,0,1,0,2
certain,0,0,1,0,2
certainty,0,0,1,0,2
certificate,0,0,0,1,2
certification,0,0,0,1,2
certify,0,0,0,1,2
cessation,0,0,0,0,2
ceylon,0,0,0,0,2
chad,0,0,0,0,2
chafe,0,1,0,0,1
chain,0,0,0,0,2
chain,0,0,0,0,2
chair,0,0,0,0,2
chairman,0,0,1,1,2
chairmen,0,0,1,1,2
challenge,0,1,1,0,0
challenge,0,1,1,0,0
challenge,0,0,0,0,2
chamber,0,0,0,0,2
champ,1,0,1,1,4
champion,1,0,1,1,4
championship,1,0,1,1,4
chance,0,0,0,0,2
chance,0,0,0,0,2
chance,0,0,0,0,2
chance,0,0,0,0,2
chance,0,0,0,0,2
chancellor,0,0,1,1,2
change,0,0,0,0,2
change,0,0,0,0,2
change,0,0,0,0,2
change,0,0,0,0,2
changeable,0,0,0,0,2
channel,0,0,0,0,2
channel,0,0,0,1,2
chaos,0,1,0,0,1
chaotic,0,1,0,0,1
chapel,0,0,0,0,2
chapter,0,0,0,0,2
character,0,0,0,0,2
character,0,0,0,0,2
character,0,0,0,0,2
characterise,0,0,0,0,2
characteristic,0,0,0,0,2
characterize,0,0,0,0,2
charge,0,0,1,1,2
charge,0,1,0,0,1
charge,0,1,1,0,0
charge,0,0,0,0,2
charge,0,0,0,0,2
charge,0,1,1,0,0
charge,0,1,1,0,0
charge,0,0,1,0,2
charge,0,0,1,0,2
charisma,1,0,1,0,4
charitable,1,0,0,0,3
charity,1,0,0,0,3
charm,1,0,0,0,3
charm,1,0,0,0,3
chart,0,0,0,0,2
chart,0,0,0,0,2
charter,0,0,0,0,2
charter,0,0,0,0,2
chase,0,1,0,0,1
chase,0,1,0,0,1
chaste,1,0,0,0,3
chastise,0,1,0,1,0
chat,0,0,0,0,2
chatter,0,0,0,0,2
chatter,0,0,0,0,2
cheap,0,1,0,0,1
cheapen,0,1,0,0,1
chearful,0,0,0,0,2
cheat,0,0,0,0,2
cheat,0,0,0,0,2
cheater,0,1,0,0,1
check,0,0,0,0,2
check,0,0,0,0,2
check,0,0,0,0,2
checker,0,0,0,0,2
cheek,0,0,0,0,2
cheer,1,0,0,0,3
cheerful,1,0,0,0,3
cheerfulness,0,0,0,0,2
cheery,1,0,0,0,3
chemical,0,0,0,0,2
chemistry,0,0,0,0,2
cheque,0,0,0,0,2
cherish,1,0,0,0,3
cherish,1,0,0,0,3
cherub,1,0,0,0,3
chest,0,0,0,0,2
chic,1,0,0,0,3
chicago,0,0,0,0,2
chicken,0,0,0,0,2
chide,0,1,0,1,0
chief,0,0,1,1,2
chief,0,0,1,0,2
chief,0,0,1,0,2
child,0,0,0,0,2
childhood,0,0,0,0,2
childish,0,1,0,0,1
childlike,0,0,0,0,2
children,0,0,0,0,2
chile,0,0,0,0,2
chill,0,0,0,0,2
chill,0,0,0,0,2
chilly,0,0,0,0,2
chin,0,0,0,0,2
china,0,0,0,0,2
chinese,0,0,0,0,2
chip,0,0,0,0,2
chip,0,0,0,0,2
chivalrous,1,0,0,0,3
chivalry,1,0,0,0,3
choice,0,0,0,0,2
choke,0,1,0,0,1
choke,0,1,0,0,1
choose,0,0,0,0,2
chore,0,1,0,0,1
chose,0,0,0,0,2
chosen,0,0,0,0,2
chosen,1,0,0,0,3
christ,0,0,0,0,2
christendom,0,0,0,0,2
christian,0,0,0,0,2
christianity,0,0,0,0,2
christmas,0,0,0,0,2
chronic,0,1,0,0,1
chuckle,0,0,0,0,2
chuckle,0,0,0,0,2
chum,1,0,0,0,3
church,0,0,0,0,2
cigarette,0,0,0,0,2
circle,0,0,0,0,2
circle,0,0,1,0,2
circle,0,1,0,0,1
circular,0,0,0,0,2
circulate,0,0,0,0,2
circulation,0,0,0,0,2
circumstance,0,0,0,0,2
cite,0,0,0,0,2
cite,0,0,0,0,2
citizen,0,0,0,0,2
citizenship,0,0,0,0,2
city,0,0,0,0,2
civic,0,0,0,0,2
civil,1,0,0,0,3
civil,0,0,0,0,2
civil,0,0,0,0,2
civil,0,0,0,0,2
civil,0,0,0,0,2
civilian,0,0,0,0,2
civilisation,0,0,0,0,2
civilise,0,0,0,0,2
civility,1,0,0,0,3
civilization,1,0,0,0,3
civilize,1,0,0,0,3
civilize,1,0,0,1,4
claim,0,0,0,0,2
claim,0,0,0,0,2
clamor,0,1,0,0,1
clamorous,0,1,0,0,1
clandestine,0,0,0,0,2
clarification,0,0,0,0,2
clarify,1,0,0,0,3
clarity,1,0,0,0,3
clash,0,1,0,1,0
class,0,0,0,0,2
classic,1,0,0,0,3
classical,0,0,0,0,2
classification,0,0,0,0,2
classify,0,0,0,0,2
classify,0,0,0,0,2
classroom,0,0,0,0,2
clatter,0,1,0,0,1
clay,0,0,0,0,2
clean,1,0,0,0,3
clean,0,0,0,0,2
clean,1,0,0,0,3
cleanliness,1,0,0,0,3
cleanse,1,0,0,0,3
clear,1,0,0,0,3
clear,0,0,0,0,2
clear,1,0,0,0,3
clear,1,0,0,0,3
clear,1,0,0,0,3
clear,1,0,0,0,3
clear,0,0,0,1,2
clear,0,0,0,0,2
clear,0,0,0,0,2
clear,0,0,0,0,2
clear,0,0,0,0,2
clearance,0,0,0,0,2
clearness,1,0,0,0,3
clergyman,0,0,0,0,2
clerk,0,0,0,0,2
clever,1,0,1,0,4
click,0,0,0,0,2
click,0,0,0,0,2
client,0,0,0,0,2
cliff,0,0,0,0,2
climate,0,0,0,0,2
climax,0,0,1,0,2
climb,0,0,1,0,2
cling,0,0,0,0,2
clinic,0,0,0,0,2
clinical,0,0,0,0,2
clique,0,1,0,0,1
clock,0,0,0,0,2
clock,0,0,0,0,2
clog,0,1,0,0,1
close,0,0,0,0,2
close,0,1,0,0,1
close,0,0,0,0,2
close,0,0,0,0,2
close,0,0,0,0,2
close,0,0,0,0,2
close,0,1,0,0,1
close,0,0,0,0,2
closeness,1,0,0,0,3
closet,0,0,0,0,2
cloth,0,0,0,0,2
clothe,0,0,0,0,2
clothe,0,0,0,0,2
clothe,0,0,0,0,2
cloud,0,0,0,0,2
clout,1,0,1,1,4
club,0,0,1,0,2
club,0,1,1,0,0
club,0,1,1,0,0
club,0,0,0,0,2
clue,0,0,0,0,2
clumsy,0,1,0,0,1
clung,0,0,0,0,2
cluster,0,0,1,0,2
cluster,0,0,1,0,2
clutter,0,1,0,0,1
co,0,0,0,0,2
cooperation,1,0,0,0,3
coordinate,0,0,0,0,2
coordination,0,0,0,0,2
co,0,0,0,0,2
coach,0,0,0,0,2
coach,0,0,0,0,2
coachman,0,0,0,0,2
coal,0,0,0,0,2
coalition,0,0,1,1,2
coarse,0,1,0,0,1
coarseness,0,1,0,0,1
coast,0,0,0,0,2
coast,0,0,0,0,2
coat,0,0,0,0,2
coat,0,0,0,0,2
coax,1,0,0,0,3
cockiness,0,1,1,1,0
cockpit,0,0,0,0,2
cocktail,0,0,0,0,2
cocky,0,1,1,1,0
cocoa,0,0,0,0,2
coddle,1,0,0,0,3
code,0,0,0,0,2
code,0,0,0,0,2
coerce,0,1,0,1,0
coercion,0,1,0,1,0
coercive,0,1,0,1,0
coexistence,1,0,0,0,3
coffee,0,0,0,0,2
coffin,0,0,0,0,2
cogent,1,0,1,1,4
cognizance,1,0,0,0,3
cognizant,1,0,0,0,3
coherent,1,0,1,0,4
cohesion,1,0,1,0,4
cohesive,0,0,0,0,2
cohesiveness,0,0,0,0,2
cohort,1,0,0,0,3
coin,0,0,0,0,2
coincide,0,0,0,0,2
coincidence,0,0,0,0,2
coincident,1,0,0,0,3
cold,0,1,0,0,1
cold,0,1,0,0,1
cold,0,1,0,0,1
cold,0,0,0,0,2
cold,0,0,0,0,2
cold,0,1,0,0,1
collaborate,1,0,0,0,3
collaboration,1,0,1,0,4
collapse,0,1,0,0,1
collapse,0,1,0,0,1
collar,0,0,0,0,2
collar,0,0,1,1,2
collateral,0,0,0,0,2
colleague,1,0,0,0,3
collect,0,0,1,0,2
collect,0,0,0,0,2
collect,0,0,0,0,2
collection,0,0,0,0,2
collective,0,0,1,0,2
collectivism,0,0,0,0,2
collectivity,0,0,0,0,2
college,0,0,0,0,2
collide,0,1,0,0,1
collision,0,1,0,0,1
collusion,0,1,0,0,1
colonel,0,0,1,1,2
colonial,0,0,0,0,2
colony,0,1,0,0,1
color,0,0,0,0,2
color,0,0,0,0,2
color,0,0,0,0,2
color,0,0,0,0,2
colorado,0,0,0,0,2
colorful,0,0,0,0,2
colossal,1,0,0,0,3
columbia,0,0,0,0,2
column,0,0,0,0,2
combat,0,1,1,0,0
combat,0,1,1,0,0
combatant,0,1,0,0,1
combination,0,0,0,0,2
combine,0,0,1,0,2
combine,0,0,1,0,2
combustion,0,0,1,0,2
come,0,0,0,0,2
come,0,0,0,0,2
come,0,0,0,0,2
come,0,0,0,0,2
come,0,0,0,0,2
come,0,0,0,0,2
come,0,0,0,0,2
come,0,0,0,0,2
comeback,1,0,1,0,4
comedy,1,0,0,0,3
comely,1,0,0,0,3
comer,0,0,0,0,2
comestible,1,0,0,0,3
comfort,1,0,1,0,4
comfort,1,0,1,0,4
comfort,1,0,1,0,4
comfortable,1,0,1,0,4
comforter,0,0,0,0,2
comic,1,0,0,0,3
comical,1,0,0,0,3
command,0,0,1,1,2
command,0,0,1,1,2
commander,0,0,1,1,2
commemorate,1,0,0,0,3
commemoration,1,0,0,0,3
commence,0,0,0,0,2
commencement,1,0,0,0,3
commend,1,0,0,0,3
commendable,1,0,0,0,3
commendation,1,0,0,0,3
commensurate,1,0,0,0,3
comment,0,0,0,0,2
comment,0,0,0,0,2
commerce,0,0,0,0,2
commercial,0,0,0,0,2
commiseration,0,1,0,0,1
commission,1,0,1,0,4
commissioner,0,0,1,1,2
commit,0,1,0,0,1
commit,0,0,0,0,2
commit,0,0,0,0,2
commitment,1,0,0,0,3
committee,0,0,1,1,2
commodious,1,0,0,0,3
commodity,0,0,0,0,2
common,1,0,0,0,3
common,0,0,0,0,2
common,0,0,0,0,2
common,1,0,0,0,3
common,0,0,0,0,2
common,0,0,0,0,2
common,0,0,0,0,2
commonmarket,0,0,0,0,2
commoner,0,1,0,0,1
commonplace,0,1,0,0,1
commonsense,1,0,0,0,3
commonwealth,0,0,0,1,2
commotion,0,1,0,0,1
communal,1,0,0,0,3
commune,1,0,0,0,3
communicate,1,0,0,0,3
communicate,1,0,0,0,3
communication,0,0,0,0,2
communicative,1,0,0,0,3
communion,1,0,0,0,3
communique,0,0,0,0,2
communism,0,0,0,0,2
communist,0,0,0,0,2
community,1,0,1,0,4
commuter,0,0,0,0,2
companion,1,0,0,0,3
companionship,1,0,0,0,3
company,0,0,1,0,2
company,1,0,0,0,3
comparable,0,0,0,0,2
comparative,0,0,0,0,2
comparatively,0,0,0,0,2
compare,0,0,0,0,2
comparison,0,0,0,0,2
compartment,0,0,0,0,2
compass,0,0,0,0,2
compassion,1,0,0,0,3
compassionate,1,0,0,0,3
compatible,1,0,0,0,3
compatriot,0,0,0,0,2
compel,0,1,1,0,0
compel,0,1,1,1,0
compensate,1,0,1,0,4
compensation,1,0,0,0,3
compete,0,1,1,0,0
competence,1,0,1,0,4
competency,1,0,1,0,4
competent,1,0,1,0,4
competition,0,1,0,0,1
competitive,0,1,0,0,1
competitor,0,1,0,0,1
compile,0,0,0,0,2
complain,0,1,0,0,1
complaint,0,1,0,0,1
complement,1,0,0,0,3
complement,1,0,0,0,3
complementary,1,0,0,0,3
complete,1,0,1,0,4
complete,1,0,1,0,4
complete,0,0,0,0,2
complete,0,0,1,0,2
completeness,1,0,0,0,3
completion,1,0,0,0,3
complex,0,1,0,0,1
complexity,0,1,0,0,1
compliance,1,0,0,0,3
complicate,0,1,0,0,1
complicate,0,1,0,0,1
complication,0,1,0,0,1
complicity,0,1,0,0,1
compliment,1,0,0,0,3
comply,0,0,0,0,2
component,0,0,0,0,2
compose,0,0,0,0,2
composer,0,0,0,0,2
composite,0,0,0,0,2
composition,0,0,0,0,2
composure,1,0,1,0,4
compound,0,0,1,0,2
